code,CoName,S17Nm,S33Nm,ScaleCat,MktNm,MrgnNm
2138,クルーズ,情報通信・サービスその他,情報･通信業,-,スタンダード,貸借
2139,中広,情報通信・サービスその他,サービス業,-,スタンダード,貸借
213A,アモーヴァ・アセットマネジメント株式会社　上場インデックスファンド日経半導体株,その他,その他,-,その他,貸借
2146,ＵＴグループ,情報通信・サービスその他,サービス業,TOPIX Small 1,プライム,貸借
2148,アイティメディア,情報通信・サービスその他,サービス業,TOPIX Small 2,プライム,信用
2152,幼児活動研究会,情報通信・サービスその他,サービス業,-,スタンダード,信用
2153,Ｅ・Ｊホールディングス,情報通信・サービスその他,サービス業,TOPIX Small 2,プライム,信用
2154,オープンアップグループ,情報通信・サービスその他,サービス業,TOPIX Small 1,プライム,貸借
2156,セーラー広告,情報通信・サービスその他,サービス業,-,スタンダード,信用
2157,コシダカホールディングス,情報通信・サービスその他,サービス業,TOPIX Small 1,プライム,貸借
2158,ＦＲＯＮＴＥＯ,情報通信・サービスその他,サービス業,-,グロース,信用
215A,タイミー,情報通信・サービスその他,サービス業,-,グロース,貸借
2160,ジーエヌアイグループ,医薬品,医薬品,-,グロース,貸借
2162,ｎｍｓ　ホールディングス,情報通信・サービスその他,サービス業,-,スタンダード,貸借
2163,アルトナー,情報通信・サービスその他,サービス業,-,プライム,信用
2164,地域新聞社,情報通信・サービスその他,サービス業,-,スタンダード,信用
2168,パソナグループ,情報通信・サービスその他,サービス業,TOPIX Small 1,プライム,貸借
2169,ＣＤＳ,情報通信・サービスその他,サービス業,-,スタンダード,貸借
216A,ライフクリエイト,小売,小売業,-,TOKYO PRO MARKET,その他
2170,リンクアンドモチベーション,情報通信・サービスその他,サービス業,TOPIX Small 2,プライム,貸借
2173,博展,情報通信・サービスその他,サービス業,-,グロース,貸借
2175,エス・エム・エス,情報通信・サービスその他,サービス業,TOPIX Small 1,プライム,貸借
2179,成学社,情報通信・サービスその他,サービス業,-,スタンダード,貸借
217A,サポート,情報通信・サービスその他,サービス業,-,TOKYO PRO MARKET,その他
2180,サニーサイドアップグループ,情報通信・サービスその他,サービス業,-,スタンダード,信用
2181,パーソルホールディングス,情報通信・サービスその他,サービス業,TOPIX Mid400,プライム,貸借
2183,リニカル,情報通信・サービスその他,サービス業,-,スタンダード,信用
2185,シイエム・シイ,情報通信・サービスその他,サービス業,-,スタンダード,信用
2186,ソーバル,情報通信・サービスその他,サービス業,-,スタンダード,信用
218A,Ｌｉｂｅｒａｗａｒｅ,電機・精密,精密機器,-,グロース,信用
2193,クックパッド,情報通信・サービスその他,サービス業,TOPIX Small 2,スタンダード,貸借
2195,アミタホールディングス,情報通信・サービスその他,サービス業,-,グロース,信用
2198,アイ・ケイ・ケイホールディングス,情報通信・サービスその他,サービス業,-,プライム,貸借
219A,Ｈｅａｒｔｓｅｅｄ,医薬品,医薬品,-,グロース,貸借
2201,森永製菓,食品,食料品,TOPIX Mid400,プライム,貸借
2204,中村屋,食品,食料品,TOPIX Small 2,スタンダード,貸借
2206,江崎グリコ,食品,食料品,TOPIX Mid400,プライム,貸借
2207,ｍｅｉｔｏ,食品,食料品,TOPIX Small 2,プライム,貸借
2208,ブルボン,食品,食料品,-,スタンダード,信用
2209,井村屋グループ,食品,食料品,TOPIX Small 2,プライム,信用
220A,Ｆａｂｅｒ　Ｃｏｍｐａｎｙ,情報通信・サービスその他,情報･通信業,-,スタンダード,信用
2211,不二家,食品,食料品,TOPIX Small 2,プライム,貸借
2212,山崎製パン,食品,食料品,TOPIX Mid400,プライム,貸借
2215,第一屋製パン,食品,食料品,-,スタンダード,貸借
2216,カンロ,食品,食料品,-,スタンダード,貸借
2217,モロゾフ,食品,食料品,TOPIX Small 2,プライム,貸借
221A,三菱ＵＦＪアセットマネジメント株式会社　ＭＡＸＩＳ日経半導体株上場投信,その他,その他,-,その他,貸借
2220,亀田製菓,食品,食料品,TOPIX Small 1,プライム,貸借
2221,岩塚製菓,食品,食料品,-,スタンダード,信用
2222,寿スピリッツ,食品,食料品,TOPIX Mid400,プライム,貸借
2224,コモ,食品,食料品,-,スタンダード,信用
2226,湖池屋,食品,食料品,-,スタンダード,貸借
2229,カルビー,食品,食料品,TOPIX Mid400,プライム,貸借
222A,ＮＩＣＳ,情報通信・サービスその他,情報･通信業,-,TOKYO PRO MARKET,その他
2235,アモーヴァ・アセットマネジメント株式会社　上場インデックスファンド米国株式（ダウ平均）為替ヘッジなし,その他,その他,-,その他,貸借
2236,Ｇｌｏｂａｌ　Ｘ　Ｊａｐａｎ株式会社　グローバルＸ　Ｓ＆Ｐ５００配当貴族ＥＴＦ,その他,その他,-,その他,貸借
2237,大和アセットマネジメント株式会社　ｉＦｒｅｅＥＴＦ　Ｓ＆Ｐ５００レバレッジ,その他,その他,-,その他,貸借
2238,大和アセットマネジメント株式会社　ｉＦｒｅｅＥＴＦ　Ｓ＆Ｐ５００インバース,その他,その他,-,その他,貸借
2239,アモーヴァ・アセットマネジメント株式会社　上場インデックスファンドＳ＆Ｐ５００先物レバレッジ２倍,その他,その他,-,その他,貸借
223A,Ｇｌｏｂａｌ　Ｘ　Ｊａｐａｎ株式会社　グローバルＸ　ＡＩ＆ビッグデータ　ＥＴＦ,その他,その他,-,その他,貸借
2240,アモーヴァ・アセットマネジメント株式会社　上場インデックスファンドＳ＆Ｐ５００先物インバース,その他,その他,-,その他,貸借
2241,三菱ＵＦＪアセットマネジメント株式会社　ＭＡＸＩＳ　ＮＹダウ上場投信,その他,その他,-,その他,貸借
2242,三菱ＵＦＪアセットマネジメント株式会社　ＭＡＸＩＳ　ＮＹダウ上場投信（為替ヘッジあり）,その他,その他,-,その他,貸借
2243,Ｇｌｏｂａｌ　Ｘ　Ｊａｐａｎ株式会社　グローバルＸ　半導体　ＥＴＦ,その他,その他,-,その他,貸借
2244,Ｇｌｏｂａｌ　Ｘ　Ｊａｐａｎ株式会社　グローバルＸ　ＵＳ　テック・トップ２０　ＥＴＦ,その他,その他,-,その他,貸借
2245,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　ブルームバーグ・ドイツ国債（７−１０年）インデックス（為替ヘッジあり）連動型上場投信,その他,その他,-,その他,貸借
2247,大和アセットマネジメント株式会社　ｉＦｒｅｅＥＴＦ　Ｓ＆Ｐ５００（為替ヘッジなし）,その他,その他,-,その他,貸借
2248,大和アセットマネジメント株式会社　ｉＦｒｅｅＥＴＦ　Ｓ＆Ｐ５００（為替ヘッジあり）,その他,その他,-,その他,貸借
2249,大和アセットマネジメント株式会社　ｉＦｒｅｅＥＴＦ　Ｓ＆Ｐ５００ダブルインバース,その他,その他,-,その他,貸借
224A,Ｇｌｏｂａｌ　Ｘ　Ｊａｐａｎ株式会社　グローバルＸ　ウラニウムビジネス　ＥＴＦ,その他,その他,-,その他,貸借
2250,ブラックロック・ジャパン株式会社　ｉシェアーズ　ＭＳＣＩ　ジャパン気候変動アクション　ＥＴＦ,その他,その他,-,その他,貸借
2251,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　ＪＰＸ国債先物ダブルインバース指数連動型上場投信,その他,その他,-,その他,貸借
2252,Ｇｌｏｂａｌ　Ｘ　Ｊａｐａｎ株式会社　グローバルＸ　Ｍｏｒｎｉｎｇｓｔａｒ　米国中小型　Ｍｏａｔ　ＥＴＦ,その他,その他,-,その他,貸借
2253,Ｇｌｏｂａｌ　Ｘ　Ｊａｐａｎ株式会社　グローバルＸ　スーパーディビィデンド−ＵＳ　ＥＴＦ,その他,その他,-,その他,貸借
2254,Ｇｌｏｂａｌ　Ｘ　Ｊａｐａｎ株式会社　グローバルＸ　チャイナＥＶ＆バッテリー　ＥＴＦ,その他,その他,-,その他,貸借
2255,ブラックロック・ジャパン株式会社　ｉシェアーズ　米国債２０年超　ＥＴＦ,その他,その他,-,その他,貸借
2256,ブラックロック・ジャパン株式会社　ｉシェアーズ　米国総合債券　ＥＴＦ,その他,その他,-,その他,貸借
2257,ブラックロック・ジャパン株式会社　ｉシェアーズ　米ドル建て投資適格社債　ＥＴＦ,その他,その他,-,その他,貸借
2258,ブラックロック・ジャパン株式会社　ｉシェアーズ　米ドル建てハイイールド社債　ＥＴＦ,その他,その他,-,その他,貸借
2259,ブラックロック・ジャパン株式会社　ｉシェアーズ　フランス国債７−１０年　ＥＴＦ（為替ヘッジあり）,その他,その他,-,その他,貸借
2264,森永乳業,食品,食料品,TOPIX Mid400,プライム,貸借
2266,六甲バター,食品,食料品,TOPIX Small 2,プライム,貸借
2267,ヤクルト本社,食品,食料品,TOPIX Mid400,プライム,貸借
2268,Ｂ−Ｒ　サーティワン　アイスクリーム,食品,食料品,-,スタンダード,信用
2269,明治ホールディングス,食品,食料品,TOPIX Mid400,プライム,貸借
226A,勝美ジャパン,食品,食料品,-,TOKYO PRO MARKET,その他
2270,雪印メグミルク,食品,食料品,TOPIX Small 1,プライム,貸借
227A,ＩＮＳＩＧＨＴ　ＬＡＢ,情報通信・サービスその他,情報･通信業,-,TOKYO PRO MARKET,その他
2281,プリマハム,食品,食料品,TOPIX Small 1,プライム,貸借
2282,日本ハム,食品,食料品,TOPIX Mid400,プライム,貸借
2286,林兼産業,食品,食料品,-,スタンダード,貸借
2288,丸大食品,食品,食料品,TOPIX Small 2,プライム,貸借
228A,オプロ,情報通信・サービスその他,情報･通信業,-,グロース,信用
2291,福留ハム,食品,食料品,-,スタンダード,貸借
2292,Ｓ　Ｆｏｏｄｓ,食品,食料品,TOPIX Small 1,プライム,貸借
2293,滝沢ハム,食品,食料品,-,スタンダード,信用
2294,柿安本店,食品,食料品,TOPIX Small 2,プライム,貸借
2296,伊藤ハム米久ホールディングス,食品,食料品,TOPIX Small 1,プライム,貸借
229A,アスミホールディングス,建設・資材,建設業,-,TOKYO PRO MARKET,その他
2300,きょくとう,情報通信・サービスその他,サービス業,-,スタンダード,信用
2301,学情,情報通信・サービスその他,サービス業,TOPIX Small 2,プライム,貸借
2303,ドーン,情報通信・サービスその他,情報･通信業,-,スタンダード,信用
2304,ＣＳＳホールディングス,情報通信・サービスその他,サービス業,-,スタンダード,貸借
2305,スタジオアリス,情報通信・サービスその他,サービス業,TOPIX Small 2,スタンダード,貸借
2307,クロスキャット,情報通信・サービスその他,情報･通信業,TOPIX Small 2,プライム,信用
2311,エプコ,情報通信・サービスその他,サービス業,-,スタンダード,信用
2315,ＣＡＩＣＡ　ＤＩＧＩＴＡＬ,情報通信・サービスその他,情報･通信業,-,スタンダード,貸借
2317,システナ,情報通信・サービスその他,情報･通信業,TOPIX Small 1,プライム,貸借
2321,ソフトフロントホールディングス,情報通信・サービスその他,情報･通信業,-,グロース,信用
2323,ｆｏｎｆｕｎ,情報通信・サービスその他,情報･通信業,-,スタンダード,信用
2325,ＮＪＳ,情報通信・サービスその他,サービス業,TOPIX Small 2,プライム,貸借
2326,デジタルアーツ,情報通信・サービスその他,情報･通信業,TOPIX Small 1,プライム,貸借
2327,日鉄ソリューションズ,情報通信・サービスその他,情報･通信業,TOPIX Mid400,プライム,貸借
2329,東北新社,情報通信・サービスその他,情報･通信業,-,スタンダード,信用
2330,フォーサイド,情報通信・サービスその他,情報･通信業,-,スタンダード,信用
2331,ＡＬＳＯＫ,情報通信・サービスその他,サービス業,TOPIX Mid400,プライム,貸借
2332,クエスト,情報通信・サービスその他,情報･通信業,-,スタンダード,貸借
2334,イオレ,情報通信・サービスその他,サービス業,-,グロース,信用
2335,キューブシステム,情報通信・サービスその他,情報･通信業,TOPIX Small 2,プライム,貸借
2337,いちご,不動産,不動産業,TOPIX Small 1,プライム,貸借
2338,クオンタムソリューションズ,情報通信・サービスその他,情報･通信業,-,スタンダード,その他
233A,大和アセットマネジメント株式会社　ｉＦｒｅｅＥＴＦ　インドＮｉｆｔｙ５０,その他,その他,-,その他,貸借
2340,極楽湯ホールディングス,情報通信・サービスその他,サービス業,-,スタンダード,信用
2341,アルバイトタイムス,情報通信・サービスその他,サービス業,-,スタンダード,信用
2342,トランスジェニックグループ,情報通信・サービスその他,サービス業,-,スタンダード,信用
2345,ＨＯＤＬ１,情報通信・サービスその他,情報･通信業,-,スタンダード,信用
2349,エヌアイデイ,情報通信・サービスその他,情報･通信業,-,スタンダード,信用
234A,Ｇｌｏｂａｌ　Ｘ　Ｊａｐａｎ株式会社　グローバルＸ　ＭＳＣＩ　キャッシュフローキング−日本株式　ＥＴＦ,その他,その他,-,その他,貸借
2351,ＡＳＪ,情報通信・サービスその他,情報･通信業,-,スタンダード,信用
2353,日本駐車場開発,不動産,不動産業,TOPIX Small 1,プライム,貸借
2354,ＹＥ　ＤＩＧＩＴＡＬ,情報通信・サービスその他,情報･通信業,-,スタンダード,信用
2359,コア,情報通信・サービスその他,情報･通信業,TOPIX Small 2,プライム,貸借
235A,Ｇｌｏｂａｌ　Ｘ　Ｊａｐａｎ株式会社　グローバルＸ　高配当３０−日本株式　ＥＴＦ,その他,その他,-,その他,貸借
236A,ブラックロック・ジャパン株式会社　ｉシェアーズ　日本国債７−１０年　ＥＴＦ,その他,その他,-,その他,貸借
2370,メディネット,情報通信・サービスその他,サービス業,-,グロース,信用
2371,カカクコム,情報通信・サービスその他,サービス業,TOPIX Mid400,プライム,貸借
2373,ケア２１,情報通信・サービスその他,サービス業,-,スタンダード,信用
2375,ギグワークス,情報通信・サービスその他,サービス業,-,スタンダード,信用
2376,サイネックス,情報通信・サービスその他,サービス業,-,スタンダード,信用
2378,ルネサンス,情報通信・サービスその他,サービス業,TOPIX Small 2,プライム,貸借
2379,ディップ,情報通信・サービスその他,サービス業,TOPIX Small 1,プライム,貸借
237A,ブラックロック・ジャパン株式会社　ｉシェアーズ　米国債２５年超　ロングデュレーション　ＥＴＦ,その他,その他,-,その他,貸借
2384,ＳＢＳホールディングス,運輸・物流,陸運業,TOPIX Small 1,プライム,貸借
2385,総医研ホールディングス,情報通信・サービスその他,サービス業,-,グロース,信用
2388,ウェッジホールディングス,金融（除く銀行）,その他金融業,-,グロース,信用
238A,ブラックロック・ジャパン株式会社　ｉシェアーズ　米国債２５年超　ロングデュレーション　ＥＴＦ（為替ヘッジあり）,その他,その他,-,その他,貸借
2391,プラネット,情報通信・サービスその他,サービス業,-,スタンダード,信用
2393,日本ケアサプライ,情報通信・サービスその他,サービス業,-,スタンダード,信用
2395,新日本科学,情報通信・サービスその他,サービス業,TOPIX Small 2,プライム,貸借
239A,バレッグス,不動産,不動産業,-,TOKYO PRO MARKET,その他
2404,鉄人化ホールディングス,情報通信・サービスその他,サービス業,-,スタンダード,貸借
2408,ＫＧ情報,情報通信・サービスその他,サービス業,-,スタンダード,信用
2410,キャリアデザインセンター,情報通信・サービスその他,サービス業,-,プライム,貸借
2411,ゲンダイエージェンシー,情報通信・サービスその他,情報･通信業,-,スタンダード,貸借
2413,エムスリー,情報通信・サービスその他,サービス業,TOPIX Mid400,プライム,貸借
2415,ヒューマンホールディングス,情報通信・サービスその他,サービス業,-,スタンダード,信用
2418,ツカダ・グローバルホールディング,情報通信・サービスその他,サービス業,-,スタンダード,貸借
241A,ＲＯＸＸ,情報通信・サービスその他,情報･通信業,-,グロース,貸借
2424,ブラス,情報通信・サービスその他,サービス業,-,スタンダード,信用
2425,ケアサービス,情報通信・サービスその他,サービス業,-,スタンダード,信用
2428,ウェルネット,情報通信・サービスその他,サービス業,-,スタンダード,貸借
2429,ワールドホールディングス,情報通信・サービスその他,サービス業,TOPIX Small 2,プライム,貸借
2432,ディー・エヌ・エー,情報通信・サービスその他,情報･通信業,TOPIX Mid400,プライム,貸借
2433,博報堂ＤＹホールディングス,情報通信・サービスその他,サービス業,TOPIX Mid400,プライム,貸借
2435,シダー,情報通信・サービスその他,サービス業,-,スタンダード,貸借
2436,共同ピーアール,情報通信・サービスその他,サービス業,-,スタンダード,信用
2437,Ｓｈｉｎｗａ　Ｗｉｓｅ　Ｈｏｌｄｉｎｇｓ,情報通信・サービスその他,サービス業,-,スタンダード,信用
2438,アスカネット,情報通信・サービスその他,サービス業,-,グロース,貸借
243A,トップス,食品,食料品,-,TOKYO PRO MARKET,その他
2440,ぐるなび,情報通信・サービスその他,サービス業,TOPIX Small 2,スタンダード,貸借
2445,タカミヤ,情報通信・サービスその他,サービス業,TOPIX Small 2,スタンダード,貸借
2449,プラップジャパン,情報通信・サービスその他,サービス業,-,スタンダード,信用
244A,グロースエクスパートナーズ,情報通信・サービスその他,情報･通信業,-,グロース,信用
2452,コンピュータマインド,情報通信・サービスその他,情報･通信業,-,TOKYO PRO MARKET,その他
2454,オールアバウト,情報通信・サービスその他,サービス業,-,スタンダード,信用
2459,アウンコンサルティング,情報通信・サービスその他,サービス業,-,スタンダード,信用
245A,ＩＮＧＳ,小売,小売業,-,グロース,信用
2461,ファンコミュニケーションズ,情報通信・サービスその他,サービス業,TOPIX Small 2,プライム,貸借
2462,ライク,情報通信・サービスその他,サービス業,TOPIX Small 2,プライム,貸借
2464,Ａｏｂａ‐ＢＢＴ,情報通信・サービスその他,サービス業,-,スタンダード,貸借
2469,ヒビノ,情報通信・サービスその他,サービス業,-,スタンダード,信用
246A,アスア,情報通信・サービスその他,サービス業,-,グロース,信用
2471,エスプール,情報通信・サービスその他,サービス業,TOPIX Small 2,プライム,貸借
2475,ＷＤＢホールディングス,情報通信・サービスその他,サービス業,TOPIX Small 2,プライム,貸借
2477,手間いらず,情報通信・サービスその他,情報･通信業,TOPIX Small 2,スタンダード,貸借
2479,ジェイテック,情報通信・サービスその他,サービス業,-,スタンダード,信用
247A,Ａｉロボティクス,素材・化学,化学,-,グロース,信用
2480,システム・ロケーション,情報通信・サービスその他,情報･通信業,-,スタンダード,信用
2481,タウンニュース社,情報通信・サービスその他,サービス業,-,スタンダード,信用
2483,翻訳センター,情報通信・サービスその他,サービス業,-,スタンダード,信用
2484,出前館,情報通信・サービスその他,情報･通信業,-,スタンダード,貸借
2485,ティア,情報通信・サービスその他,サービス業,-,スタンダード,貸借
2488,ＪＴＰ,情報通信・サービスその他,サービス業,-,スタンダード,信用
2489,アドウェイズ,情報通信・サービスその他,サービス業,TOPIX Small 2,スタンダード,貸借
248A,キッズスター,情報通信・サービスその他,情報･通信業,-,グロース,信用
2491,バリューコマース,情報通信・サービスその他,サービス業,TOPIX Small 2,プライム,貸借
2492,インフォマート,情報通信・サービスその他,サービス業,TOPIX Small 1,プライム,貸借
2493,イーサポートリンク,情報通信・サービスその他,サービス業,-,スタンダード,信用
2497,ユナイテッド,情報通信・サービスその他,サービス業,-,グロース,貸借
2498,オリエンタルコンサルタンツホールディングス,情報通信・サービスその他,サービス業,-,スタンダード,信用
2499,日本和装ホールディングス,情報通信・サービスその他,サービス業,-,スタンダード,信用
249A,ヒューマンアジャスト,情報通信・サービスその他,サービス業,-,TOKYO PRO MARKET,その他
2501,サッポロビール,食品,食料品,TOPIX Mid400,プライム,貸借
2502,アサヒグループホールディングス,食品,食料品,TOPIX Large70,プライム,貸借
2503,キリンホールディングス,食品,食料品,TOPIX Large70,プライム,貸借
250A,シマダヤ,食品,食料品,TOPIX Small 2,スタンダード,信用
2510,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　国内債券・ＮＯＭＵＲＡ−ＢＰＩ総合連動型上場投信,その他,その他,-,その他,貸借
2511,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　外国債券・ＦＴＳＥ世界国債インデックス（除く日本・為替ヘッジなし）連動型上場投信,その他,その他,-,その他,貸借
2512,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　外国債券・ＦＴＳＥ世界国債インデックス（除く日本・為替ヘッジあり）連動型上場投信,その他,その他,-,その他,貸借
2513,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　外国株式・ＭＳＣＩ−ＫＯＫＵＳＡＩ指数（為替ヘッジなし）連動型上場投信,その他,その他,-,その他,貸借
2514,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　外国株式・ＭＳＣＩ−ＫＯＫＵＳＡＩ指数（為替ヘッジあり）連動型上場投信,その他,その他,-,その他,貸借
2515,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　外国ＲＥＩＴ・Ｓ＆Ｐ先進国ＲＥＩＴ指数（除く日本・為替ヘッジなし）連動型上場投信,その他,その他,-,その他,貸借
2516,シンプレクス・アセット・マネジメント株式会社　東証グロース２５０ＥＴＦ,その他,その他,-,その他,貸借
2517,三菱ＵＦＪアセットマネジメント株式会社　ＭＡＸＩＳ　Ｊリート・コア上場投信,その他,その他,-,その他,貸借
2518,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　ＭＳＣＩ日本株女性活躍指数（セレクト）連動型上場投信,その他,その他,-,その他,貸借
2519,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　新興国債券・Ｊ．Ｐ．モルガン・エマージング・マーケット・ボンド・インデックス・プラス（為替ヘッジなし）連動型上場投信,その他,その他,-,その他,貸借
251A,ニューロマジック,情報通信・サービスその他,サービス業,-,TOKYO PRO MARKET,その他
2520,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　新興国株式・ＭＳＣＩエマージング・マーケット・インデックス（為替ヘッジなし）連動型上場投信,その他,その他,-,その他,貸借
2521,アモーヴァ・アセットマネジメント株式会社　上場インデックスファンド米国株式（Ｓ＆Ｐ５００）為替ヘッジあり,その他,その他,-,その他,貸借
2522,ブラックロック・ジャパン株式会社　ｉシェアーズ　オートメーション　＆　ロボット　ＥＴＦ,その他,その他,-,その他,貸借
2523,三菱ＵＦＪアセットマネジメント株式会社　ＭＡＸＩＳトピックス（除く金融）上場投信,その他,その他,-,その他,貸借
2524,農林中金全共連アセットマネジメント株式会社　ＮＺＡＭ　上場投信　ＴＯＰＩＸ,その他,その他,-,その他,貸借
2525,農林中金全共連アセットマネジメント株式会社　ＮＺＡＭ　上場投信　日経２２５,その他,その他,-,その他,貸借
2526,農林中金全共連アセットマネジメント株式会社　ＮＺＡＭ　上場投信　ＪＰＸ日経４００,その他,その他,-,その他,貸借
2527,農林中金全共連アセットマネジメント株式会社　ＮＺＡＭ　上場投信　東証ＲＥＩＴ　Ｃｏｒｅ指数,その他,その他,-,その他,貸借
2528,大和アセットマネジメント株式会社　ｉＦｒｅｅＥＴＦ　東証ＲＥＩＴ　Ｃｏｒｅ指数,その他,その他,-,その他,貸借
2529,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　野村株主還元７０連動型上場投信,その他,その他,-,その他,貸借
252A,ウェッジ,小売,小売業,-,TOKYO PRO MARKET,その他
2530,三菱ＵＦＪアセットマネジメント株式会社　ＭＡＸＩＳ　ＨｕａＡｎ中国株式（上海１８０Ａ株）上場投信,その他,その他,-,その他,貸借
2531,宝ホールディングス,食品,食料品,TOPIX Mid400,プライム,貸借
2533,オエノンホールディングス,食品,食料品,TOPIX Small 2,プライム,貸借
253A,ＥＴＳグループ,建設・資材,建設業,-,スタンダード,貸借
254A,ＡＩフュージョンキャピタルグループ,金融（除く銀行）,証券･商品先物取引業,-,スタンダード,信用
2552,アモーヴァ・アセットマネジメント株式会社　上場インデックスファンドＪリート（東証ＲＥＩＴ指数）隔月分配型（ミニ）,その他,その他,-,その他,貸借
2553,アセットマネジメントＯｎｅ株式会社　Ｏｎｅ　ＥＴＦ　南方　中国Ａ株　ＣＳＩ５００,その他,その他,-,その他,貸借
2554,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　ブルームバーグ米国投資適格社債（１−１０年）インデックス（為替ヘッジあり）連動型上場投信,その他,その他,-,その他,貸借
2555,シンプレクス・アセット・マネジメント株式会社　東証ＲＥＩＴ　ＥＴＦ,その他,その他,-,その他,貸借
2556,アセットマネジメントＯｎｅ株式会社　Ｏｎｅ　ＥＴＦ　東証ＲＥＩＴ指数,その他,その他,-,その他,貸借
2557,三井住友ＤＳアセットマネジメント株式会社　ＳＭＤＡＭ　トピックス上場投信,その他,その他,-,その他,貸借
2558,三菱ＵＦＪアセットマネジメント株式会社　ＭＡＸＩＳ米国株式（Ｓ＆Ｐ５００）上場投信,その他,その他,-,その他,貸借
2559,三菱ＵＦＪアセットマネジメント株式会社　ＭＡＸＩＳ全世界株式（オール・カントリー）上場投信,その他,その他,-,その他,貸借
255A,ジーエルテクノホールディングス,電機・精密,精密機器,-,スタンダード,貸借
2560,三菱ＵＦＪアセットマネジメント株式会社　ＭＡＸＩＳカーボン・エフィシェント日本株上場投信,その他,その他,-,その他,貸借
2561,ブラックロック・ジャパン株式会社　ｉシェアーズ・コア　日本国債　ＥＴＦ,その他,その他,-,その他,貸借
2562,アモーヴァ・アセットマネジメント株式会社　上場インデックスファンド米国株式（ダウ平均）為替ヘッジあり,その他,その他,-,その他,貸借
2563,ブラックロック・ジャパン株式会社　ｉシェアーズ　Ｓ＆Ｐ　５００　米国株　ＥＴＦ（為替ヘッジあり）,その他,その他,-,その他,貸借
2564,Ｇｌｏｂａｌ　Ｘ　Ｊａｐａｎ株式会社　グローバルＸ　ＭＳＣＩスーパーディビィデンド−日本株式　ＥＴＦ,その他,その他,-,その他,貸借
2565,Ｇｌｏｂａｌ　Ｘ　Ｊａｐａｎ株式会社　グローバルＸ　ロジスティクス・Ｊ−ＲＥＩＴ　ＥＴＦ,その他,その他,-,その他,貸借
2566,アモーヴァ・アセットマネジメント株式会社　上場インデックスファンド日経ＥＳＧリート,その他,その他,-,その他,貸借
2567,農林中金全共連アセットマネジメント株式会社　ＮＺＡＭ　上場投信　Ｓ＆Ｐ／ＪＰＸカーボン・エフィシェント指数,その他,その他,-,その他,貸借
2568,アモーヴァ・アセットマネジメント株式会社　上場インデックスファンド米国株式（ＮＡＳＤＡＱ１００）為替ヘッジなし,その他,その他,-,その他,貸借
2569,アモーヴァ・アセットマネジメント株式会社　上場インデックスファンド米国株式（ＮＡＳＤＡＱ１００）為替ヘッジあり,その他,その他,-,その他,貸借
256A,飛島ホールディングス,建設・資材,建設業,TOPIX Small 2,プライム,貸借
2573,北海道コカ・コーラボトリング,食品,食料品,-,スタンダード,信用
2579,コカ・コーラ　ボトラーズジャパンホールディングス,食品,食料品,TOPIX Mid400,プライム,貸借
257A,三井住友トラスト・アセットマネジメント株式会社　ＳＭＴ　ＥＴＦ日本株厳選投資アクティブ,その他,その他,-,その他,貸借
2585,ライフドリンク　カンパニー,食品,食料品,TOPIX Small 1,プライム,貸借
2586,フルッタフルッタ,食品,食料品,-,グロース,信用
2587,サントリービバレッジ＆フード,食品,食料品,TOPIX Mid400,プライム,貸借
2588,プレミアムウォーターホールディングス,食品,食料品,-,スタンダード,信用
258A,三井住友トラスト・アセットマネジメント株式会社　ＳＭＴ　ＥＴＦ国内リート厳選投資アクティブ,その他,その他,-,その他,貸借
2590,ダイドーグループホールディングス,食品,食料品,TOPIX Small 1,プライム,貸借
2593,伊藤園,食品,食料品,TOPIX Mid400,プライム,貸借
25935,伊藤園（優先株式）,食品,食料品,-,プライム,貸借
2594,キーコーヒー,食品,食料品,TOPIX Small 2,プライム,貸借
2597,ユニカフェ,食品,食料品,-,スタンダード,信用
2602,日清オイリオグループ,食品,食料品,TOPIX Small 1,プライム,貸借
2607,不二製油,食品,食料品,TOPIX Mid400,プライム,貸借
2612,かどや製油,食品,食料品,-,スタンダード,信用
2613,Ｊ−オイルミルズ,食品,食料品,TOPIX Small 2,プライム,貸借
261A,日水コン,情報通信・サービスその他,サービス業,-,スタンダード,信用
2620,ブラックロック・ジャパン株式会社　ｉシェアーズ　米国債１−３年　ＥＴＦ,その他,その他,-,その他,貸借
