code,CoName,S17Nm,S33Nm,ScaleCat,MktNm,MrgnNm
5103,昭和ホールディングス,自動車・輸送機,ゴム製品,-,スタンダード,その他
5105,ＴＯＹＯ　ＴＩＲＥ,自動車・輸送機,ゴム製品,TOPIX Mid400,プライム,貸借
5108,ブリヂストン,自動車・輸送機,ゴム製品,TOPIX Large70,プライム,貸借
510A,ハートアップ,情報通信・サービスその他,サービス業,-,TOKYO PRO MARKET,その他
5110,住友ゴム工業,自動車・輸送機,ゴム製品,TOPIX Mid400,プライム,貸借
511A,ヴァンガードスミス,情報通信・サービスその他,サービス業,-,TOKYO PRO MARKET,その他
5121,藤倉コンポジット,自動車・輸送機,ゴム製品,TOPIX Small 2,プライム,貸借
5122,オカモト,自動車・輸送機,ゴム製品,TOPIX Small 2,プライム,貸借
5125,ファインズ,情報通信・サービスその他,情報･通信業,-,グロース,信用
5126,ポーターズ,情報通信・サービスその他,情報･通信業,-,グロース,信用
5129,ＦＩＸＥＲ,情報通信・サービスその他,情報･通信業,-,グロース,貸借
512A,Ｇｌｏｂａｌ　Ｘ　Ｊａｐａｎ株式会社　グローバルＸ　ステーブルコイン＆トークンビジネス　ＥＴＦ（除く日本）,その他,その他,-,その他,信用
5130,ヒロホールディングス,情報通信・サービスその他,情報･通信業,-,TOKYO PRO MARKET,その他
5131,リンカーズ,情報通信・サービスその他,情報･通信業,-,グロース,貸借
5132,ｐｌｕｓｚｅｒｏ,情報通信・サービスその他,情報･通信業,-,グロース,貸借
5133,テリロジーホールディングス,情報通信・サービスその他,情報･通信業,-,スタンダード,信用
5134,ＰＯＰＥＲ,情報通信・サービスその他,情報･通信業,-,グロース,信用
5135,ＡＩＲ−Ｕ,情報通信・サービスその他,情報･通信業,-,TOKYO PRO MARKET,その他
5136,ｔｒｉｐｌａ,情報通信・サービスその他,情報･通信業,-,グロース,信用
5137,スマートドライブ,情報通信・サービスその他,情報･通信業,-,グロース,貸借
5138,Ｒｅｂａｓｅ,情報通信・サービスその他,情報･通信業,-,グロース,信用
5139,オープンワーク,情報通信・サービスその他,情報･通信業,-,グロース,信用
513A,Ｇｌｏｂａｌ　Ｘ　Ｊａｐａｎ株式会社　グローバルＸ　防衛テック−日本株式　ＥＴＦ,その他,その他,-,その他,貸借
5142,アキレス,素材・化学,化学,TOPIX Small 2,プライム,貸借
514A,孫の手,情報通信・サービスその他,サービス業,-,TOKYO PRO MARKET,その他
515A,ブラックロック・ジャパン株式会社　ｉシェアーズ　高格付け日本円社債　ＥＴＦ,その他,その他,-,その他,信用
5161,西川ゴム工業,自動車・輸送機,ゴム製品,-,スタンダード,信用
5162,朝日ラバー,自動車・輸送機,ゴム製品,-,スタンダード,貸借
516A,大和アセットマネジメント株式会社　ｉＦｒｅｅＥＴＦ　米ドル・ブル（１倍）,その他,その他,-,その他,信用
517A,大和アセットマネジメント株式会社　ｉＦｒｅｅＥＴＦ　米ドル・ベア（１倍）,その他,その他,-,その他,信用
5184,ニチリン,自動車・輸送機,ゴム製品,-,スタンダード,貸借
5185,フコク,自動車・輸送機,ゴム製品,TOPIX Small 2,プライム,貸借
5186,ニッタ,自動車・輸送機,ゴム製品,TOPIX Small 2,プライム,貸借
5187,クリエートメディック,電機・精密,精密機器,-,スタンダード,信用
5189,櫻護謨,自動車・輸送機,ゴム製品,-,スタンダード,信用
518A,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　ＦＴＳＥ日本株高配当キャッシュフロー５０指数連動型上場投信,その他,その他,-,その他,信用
5192,三ツ星ベルト,自動車・輸送機,ゴム製品,TOPIX Small 1,プライム,貸借
5194,相模ゴム工業,自動車・輸送機,ゴム製品,-,スタンダード,信用
5195,バンドー化学,自動車・輸送機,ゴム製品,TOPIX Small 2,プライム,貸借
5199,不二ラテックス,自動車・輸送機,ゴム製品,-,スタンダード,信用
519A,ベーシック,情報通信・サービスその他,情報･通信業,-,グロース,信用
5201,ＡＧＣ,建設・資材,ガラス･土石製品,TOPIX Mid400,プライム,貸借
5202,日本板硝子,建設・資材,ガラス･土石製品,TOPIX Small 1,プライム,貸借
5204,石塚硝子,建設・資材,ガラス･土石製品,-,スタンダード,貸借
5208,有沢製作所,素材・化学,化学,TOPIX Small 1,プライム,貸借
520A,ジェイファーマ,医薬品,医薬品,-,グロース,信用
5210,日本山村硝子,建設・資材,ガラス･土石製品,-,スタンダード,貸借
5214,日本電気硝子,建設・資材,ガラス･土石製品,TOPIX Mid400,プライム,貸借
5216,倉元製作所,建設・資材,ガラス･土石製品,-,スタンダード,信用
5218,オハラ,建設・資材,ガラス･土石製品,TOPIX Small 2,スタンダード,貸借
521A,大和アセットマネジメント株式会社　ｉＦｒｅｅＥＴＦ　ＦＡＮＧ＋ゴールド,その他,その他,-,その他,貸借
522A,ＣＯＥＬ,情報通信・サービスその他,情報･通信業,-,TOKYO PRO MARKET,その他
5232,住友大阪セメント,建設・資材,ガラス･土石製品,TOPIX Mid400,プライム,貸借
5233,太平洋セメント,建設・資材,ガラス･土石製品,TOPIX Mid400,プライム,貸借
5237,ノザワ,建設・資材,ガラス･土石製品,-,スタンダード,貸借
523A,セイワホールディングス,建設・資材,金属製品,-,グロース,信用
5240,ｍｏｎｏＡＩ　ｔｅｃｈｎｏｌｏｇｙ,情報通信・サービスその他,情報･通信業,-,グロース,貸借
5242,アイズ,情報通信・サービスその他,情報･通信業,-,グロース,信用
5243,ｎｏｔｅ,情報通信・サービスその他,情報･通信業,-,グロース,信用
5244,ｊｉｇ．ｊｐ,情報通信・サービスその他,情報･通信業,-,グロース,貸借
5246,ＥＬＥＭＥＮＴＳ,情報通信・サービスその他,情報･通信業,-,グロース,信用
5247,ＢＴＭ,情報通信・サービスその他,情報･通信業,-,グロース,信用
5248,テクノロジーズ,情報通信・サービスその他,情報･通信業,-,グロース,信用
5249,あさかわシステムズ,情報通信・サービスその他,情報･通信業,-,TOKYO PRO MARKET,その他
524A,田村ビルズグループ,不動産,不動産業,-,TOKYO PRO MARKET,その他
5250,ＧＭＯプライム・ストラテジー,情報通信・サービスその他,情報･通信業,-,スタンダード,信用
5251,ウイズ・ワン,情報通信・サービスその他,情報･通信業,-,TOKYO PRO MARKET,その他
5252,日本ナレッジ,情報通信・サービスその他,情報･通信業,-,グロース,信用
5253,カバー,情報通信・サービスその他,情報･通信業,-,グロース,貸借
5254,Ａｒｅｎｔ,情報通信・サービスその他,情報･通信業,-,グロース,信用
5255,モンスターラボ,情報通信・サービスその他,情報･通信業,-,グロース,信用
5256,Ｆｕｓｉｃ,情報通信・サービスその他,情報･通信業,-,グロース,信用
5257,ノバシステム,情報通信・サービスその他,情報･通信業,-,スタンダード,信用
5258,トランザクション・メディア・ネットワークス,情報通信・サービスその他,情報･通信業,-,グロース,貸借
525A,ｍａｎｅｂｉ,情報通信・サービスその他,情報･通信業,-,TOKYO PRO MARKET,その他
5261,リソルホールディングス,情報通信・サービスその他,サービス業,-,プライム,信用
5262,日本ヒューム,建設・資材,ガラス･土石製品,TOPIX Small 1,プライム,貸借
5268,旭コンクリート工業,建設・資材,ガラス･土石製品,-,スタンダード,信用
5269,日本コンクリート工業,建設・資材,ガラス･土石製品,TOPIX Small 2,プライム,貸借
526A,シンプレクス・アセット・マネジメント株式会社　ＪＰＸスタートアップ急成長１００ＥＴＦ,その他,その他,-,その他,信用
5271,トーヨーアサノ,建設・資材,ガラス･土石製品,-,スタンダード,信用
5273,三谷セキサン,建設・資材,ガラス･土石製品,TOPIX Small 2,スタンダード,貸借
5279,日本興業,建設・資材,ガラス･土石製品,-,スタンダード,信用
527A,ＮＯＳＥ　ＳＨＯＰ,小売,小売業,-,TOKYO PRO MARKET,その他
5280,ヨシコン,不動産,不動産業,-,スタンダード,信用
5282,ジオスター,建設・資材,ガラス･土石製品,-,スタンダード,信用
5283,高見澤,商社・卸売,卸売業,-,スタンダード,信用
5284,ヤマウホールディングス,建設・資材,ガラス･土石製品,-,スタンダード,信用
5285,ヤマックス,建設・資材,ガラス･土石製品,-,スタンダード,貸借
5287,イトーヨーギョー,建設・資材,ガラス･土石製品,-,スタンダード,信用
5288,アジアパイルホールディングス,建設・資材,ガラス･土石製品,TOPIX Small 2,プライム,信用
528A,フリースタイル,情報通信・サービスその他,情報･通信業,-,TOKYO PRO MARKET,その他
5290,ベルテクスコーポレーション,建設・資材,ガラス･土石製品,-,スタンダード,貸借
5301,東海カーボン,建設・資材,ガラス･土石製品,TOPIX Mid400,プライム,貸借
5302,日本カーボン,建設・資材,ガラス･土石製品,TOPIX Small 1,プライム,貸借
5304,ＳＥＣカーボン,建設・資材,ガラス･土石製品,-,スタンダード,貸借
530A,農林中金全共連アセットマネジメント株式会社　ＮＺＡＭ　上場投信　東証ＲＥＩＴ指数（２・５・８・１１月決算型）,その他,その他,-,その他,信用
5310,東洋炭素,建設・資材,ガラス･土石製品,TOPIX Small 1,プライム,貸借
531A,農林中金全共連アセットマネジメント株式会社　ＮＺＡＭ　上場投信　日経平均高配当株５０,その他,その他,-,その他,信用
532A,農林中金全共連アセットマネジメント株式会社　ＮＺＡＭ　上場投信　ＴＯＰＩＸ高配当４０,その他,その他,-,その他,信用
5331,ノリタケ,建設・資材,ガラス･土石製品,TOPIX Small 1,プライム,貸借
5332,ＴＯＴＯ,建設・資材,ガラス･土石製品,TOPIX Mid400,プライム,貸借
5333,ＮＧＫ,建設・資材,ガラス･土石製品,TOPIX Mid400,プライム,貸借
5334,日本特殊陶業,建設・資材,ガラス･土石製品,TOPIX Mid400,プライム,貸借
5337,ダントーホールディングス,建設・資材,ガラス･土石製品,-,スタンダード,貸借
533A,農林中金全共連アセットマネジメント株式会社　ＮＺＡＭ　上場投信　Ｓ＆Ｐ５００（為替ヘッジなし）,その他,その他,-,その他,信用
5341,ＡＳＡＨＩ　ＥＩＴＯホールディングス,建設・資材,ガラス･土石製品,-,スタンダード,貸借
5344,ＭＡＲＵＷＡ,建設・資材,ガラス･土石製品,TOPIX Mid400,プライム,貸借
534A,農林中金全共連アセットマネジメント株式会社　ＮＺＡＭ　上場投信　ＮＡＳＤＡＱ１００（為替ヘッジなし）,その他,その他,-,その他,信用
5351,品川リフラ,建設・資材,ガラス･土石製品,TOPIX Small 1,プライム,貸借
5355,日本坩堝,建設・資材,ガラス･土石製品,-,スタンダード,信用
